context,question,answer,source,type
"4. Việc trồng, chăm sóc và khai thác cây trong hành lang an toàn đường bộ phải bảo đảm quy định tại khoản 2 Điều này và các quy định sau đây:
a) Thực hiện các biện pháp cần thiết để tránh nguy cơ gãy, đổ cây gây mất an toàn cho người, phương tiện tham gia giao thông đường bộ; gây hư hại công trình đường bộ và công trình liền kề;
b) Cắt xén khi cây che lấp báo hiệu đường bộ, che khuất tầm nhìn của người điều khiển phương tiện tham gia giao thông đường bộ và ảnh hưởng tới an toàn giao thông đường bộ;
c) Không được ảnh hưởng tới chất lượng và hoạt động bảo trì đường bộ.","Những quy định nào cần được tuân thủ khi trồng, chăm sóc và khai thác cây trong hành lang an toàn đường bộ?","Thực hiện các biện pháp cần thiết để tránh nguy cơ gãy, đổ cây gây mất an toàn; cắt xén khi cây che lấp báo hiệu đường bộ, che khuất tầm nhìn của người điều khiển phương tiện; không được ảnh hưởng tới chất lượng và hoạt động bảo trì đường bộ.",Luật-35-2024-QH15,synthesis
"Điều 15 của Luật này, báo cáo và yêu cầu Ủy ban nhân dân cấp xã nơi có hành lang an toàn đường bộ bị lấn, chiếm, sử dụng trái phép để xử lý; thực hiện các công việc khác về quản lý, bảo vệ hành lang an toàn đường bộ theo quy định của Luật này, Luật Đất đai và quy định khác của pháp luật có liên quan.","Nếu hành lang an toàn đường bộ bị lấn, chiếm, sử dụng trái phép thì cơ quan nào sẽ xử lý?","Ủy ban nhân dân cấp xã nơi có hành lang an toàn đường bộ bị lấn, chiếm, sử dụng trái phép sẽ xử lý.",Luật-35-2024-QH15,condition
"Điều 43. Thẩm quyền xử phạt của Công an nhân dân
1. Chiến sĩ Công an nhân dân đang thi hành công vụ có quyền:
a) Phạt cảnh cáo;
b) Phạt tiền đến 500.000 đồng.
2. Thủ trưởng đơn vị Cảnh sát cơ động cấp đại đội, Trưởng trạm, Đội trưởng của người quy định tại khoản 1 Điều này có quyền:
a) Phạt cảnh cáo;
b) Phạt tiền đến 1.500.000 đồng.",Những người nào trong Công an nhân dân có thẩm quyền xử phạt và họ có thẩm quyền xử phạt như thế nào?,"Chiến sĩ Công an nhân dân đang thi hành công vụ có quyền phạt cảnh cáo; phạt tiền đến 500.000 đồng; Thủ trưởng đơn vị Cảnh sát cơ động cấp đại đội, Trưởng trạm, Đội trưởng có quyền phạt cảnh cáo; phạt tiền đến 1.500.000 đồng",NĐ 168/2024/NĐ-CP,synthesis
"6. Đường gom phải được xây dựng ngoài hành lang an toàn đường bộ, trừ trường hợp đường gom đồng thời là đường bên. Trường hợp không thể bố trí được đường gom ngoài hành lang an toàn đường bộ thì có thể bố trí trong hành lang an toàn đường bộ, nhưng phải đáp ứng các điều kiện sau đây:
a) Chiều rộng hành lang an toàn đường bộ còn lại đủ để mở rộng đường theo quy hoạch;
b) Bảo đảm an toàn công trình đường bộ;
c) Bảo đảm an toàn giao thông đường bộ và tầm nhìn xe chạy.",Những điều kiện nào cần phải đáp ứng khi bố trí đường gom trong hành lang an toàn đường bộ?,Chiều rộng hành lang an toàn đường bộ còn lại đủ để mở rộng đường theo quy hoạch; Bảo đảm an toàn công trình đường bộ; Bảo đảm an toàn giao thông đường bộ và tầm nhìn xe chạy,Luật-35-2024-QH15,synthesis
"5. Đối với kết cấu hạ tầng đường bộ do Nhà nước đầu tư đã được bàn giao, đưa vào khai thác nhưng chưa hoàn thành việc giao quản lý tài sản kết cấu hạ tầng đường bộ thì chi phí quy định tại khoản 1 Điều này được bố trí từ nguồn chi thường xuyên của ngân sách nhà nước.","Nếu kết cấu hạ tầng đường bộ do Nhà nước đầu tư đã được bàn giao, đưa vào khai thác nhưng chưa hoàn thành việc giao quản lý tài sản kết cấu hạ tầng đường bộ thì nguồn kinh phí sẽ được bố trí từ đâu?",Nguồn chi thường xuyên của ngân sách nhà nước,Luật-35-2024-QH15,condition
"9. Người có thẩm quyền xử phạt được sử dụng các thông tin trong Cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ theo quy định của Luật Trật tự, an toàn giao thông đường bộ, Luật Xử lý vi phạm hành chính, pháp luật về đo lường để làm căn cứ xác định hành vi vi phạm đối với cá nhân, tổ chức khi thực hiện một trong các hành vi vi phạm quy định tại Nghị định này.",Người có thẩm quyền xử phạt sử dụng những thông tin nào làm căn cứ xác định hành vi vi phạm?,"Cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ; pháp luật về đo lường",NĐ 168/2024/NĐ-CP,synthesis
"2. Xe taxi đón, trả hành khách theo thỏa thuận giữa hành khách và người lái xe nhưng phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ khi đón, trả hành khách.
3. Xe chở hàng phải hoạt động đúng tuyến, phạm vi và thời gian quy định đối với từng loại xe.",Xe taxi có được phép đón trả khách tự do không?,"Xe taxi đón, trả hành khách theo thỏa thuận giữa hành khách và người lái xe nhưng phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ",luat trật tự,direct
"1. Thay thế cụm từ ""Tổng cục Đường bộ Việt Nam"" thành ""Cục Đường bộ Việt Nam"" tại: Điểm a khoản 3, khoản 4 Điều 12; điểm c khoản 7 Điều 19; điểm b và điểm d khoản 5, khoản 13 Điều 22; điểm d khoản 5 Điều 34; Phụ lục I, Phụ lục III.
2. Sửa đổi, bổ sung điểm a khoản 3 và khoản 8",Nếu Cục Đường bộ Việt Nam thực hiện thay thế cụm từ tại các điều khoản thì cần thay thế những nội dung gì?,Thay thế cụm từ 'Tổng cục Đường bộ Việt Nam' thành 'Cục Đường bộ Việt Nam',Nghị định 41.2024.NĐ-CP,condition
"4. Việc trồng, chăm sóc và khai thác cây trong hành lang an toàn đường bộ phải bảo đảm quy định tại khoản 2 Điều này và các quy định sau đây:
a) Thực hiện các biện pháp cần thiết để tránh nguy cơ gãy, đổ cây gây mất an toàn cho người, phương tiện tham gia giao thông đường bộ; gây hư hại công trình đường bộ và công trình liền kề;
b) Cắt xén khi cây che lấp báo hiệu đường bộ, che khuất tầm nhìn của người điều khiển phương tiện tham gia giao thông đường bộ và ảnh hưởng tới an toàn giao thông đường bộ;
c) Không được ảnh hưởng tới chất lượng và hoạt động bảo trì đường bộ.",Khi cây trong hành lang an toàn đường bộ che lấp báo hiệu đường bộ thì cần xử lý như thế nào?,Cắt xén khi cây che lấp báo hiệu đường bộ,Luật-35-2024-QH15,direct
"5. Bộ trưởng Bộ Giao thông vận tải quy định trình tự, thủ tục chấp thuận thiết kế và trình tự, thủ tục cấp phép thi công nút giao đối với đường quốc lộ đang khai thác; Ủy ban nhân dân cấp tỉnh quy định trình tự, thủ tục chấp thuận thiết kế và trình tự, thủ tục cấp phép thi công nút giao đối với đường địa phương đang khai thác.","Các cơ quan nào quy định trình tự, thủ tục cấp phép thi công nút giao và đối với đường nào?",Bộ trưởng Bộ Giao thông vận tải quy định đối với đường quốc lộ; Ủy ban nhân dân cấp tỉnh quy định đối với đường địa phương,Luật-35-2024-QH15,synthesis
"2. Người có mặt tại nơi xảy ra vụ tai nạn giao thông đường bộ có trách nhiệm sau đây:
a) Giúp đỡ, cứu chữa kịp thời người bị nạn;
b) Báo tin ngay cho cơ quan Công an, cơ sở khám bệnh, chữa bệnh hoặc Ủy ban nhân dân nơi gần nhất;
c) Tham gia bảo vệ hiện trường;
d) Tham gia bảo vệ tài sản của người bị nạn;
đ) Cung cấp thông tin liên quan về vụ tai nạn theo yêu cầu của cơ quan có thẩm quyền.",Nếu người có mặt tại nơi xảy ra vụ tai nạn giao thông đường bộ thì họ có trách nhiệm gì?,"Giúp đỡ, cứu chữa kịp thời người bị nạn, báo tin ngay cho cơ quan Công an, cơ sở khám bệnh, chữa bệnh hoặc Ủy ban nhân dân nơi gần nhất, tham gia bảo vệ hiện trường, tham gia bảo vệ tài sản của người bị nạn và cung cấp thông tin liên quan về vụ tai nạn theo yêu cầu của cơ quan có thẩm quyền.",luat trật tự,condition
"3. Cơ sở đào tạo lái xe ô tô, cơ sở đào tạo người điều khiển xe máy chuyên dùng đủ tiêu chuẩn được thực hiện bồi dưỡng kiến thức pháp luật về giao thông đường bộ phải theo đúng hình thức, nội dung, chương trình bồi dưỡng; kiểm tra và cấp chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ cho người có kết quả kiểm tra đạt yêu cầu.",Cơ sở nào được phép thực hiện việc bồi dưỡng kiến thức pháp luật về giao thông đường bộ?,"Cơ sở đào tạo lái xe ô tô, cơ sở đào tạo người điều khiển xe máy chuyên dùng đủ tiêu chuẩn",luat trật tự,direct
"5. Người quản lý, sử dụng đường bộ đối với đường chuyên dùng có trách nhiệm quản lý đường chuyên dùng theo quy định của Luật này và quy định khác của pháp luật có liên quan.
6. Chính phủ quy định chi tiết Điều này.","Nếu đường chuyên dùng được quản lý theo quy định của Luật này thì người quản lý, sử dụng đường bộ có trách nhiệm gì?",Quản lý đường chuyên dùng theo quy định của Luật này và quy định khác của pháp luật có liên quan,Luật-35-2024-QH15,condition
"Điều 10 của Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2026.
3. Luật Giao thông đường bộ số 23/2008/QH12 đã được sửa đổi, bổ sung một số điều theo Luật số 35/2018/QH14 và Luật số 44/2019/QH14 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành, trừ trường hợp quy định tại các khoản 1, 2, 5 và 6",Những luật giao thông nào hết hiệu lực khi Luật này có hiệu lực thi hành và những trường hợp nào vẫn còn hiệu lực?,"Luật Giao thông đường bộ số 23/2008/QH12; trừ trường hợp quy định tại các khoản 1, 2, 5 và 6",luat trật tự,synthesis
"3. Tại các đoạn đường chồng lấn, giao nhau, phần đất để bảo vệ, bảo trì đường bộ được xác định theo đường có cấp kỹ thuật cao hơn; đối với các đường liền kề nhau, phần đất để bảo vệ, bảo trì đường bộ được xác định từ mép của đường ngoài cùng trở ra.","Nếu có các đoạn đường chồng lấn, giao nhau thì phần đất để bảo vệ, bảo trì đường bộ được xác định như thế nào?",theo đường có cấp kỹ thuật cao hơn,Luật-35-2024-QH15,condition
"2. Công tác cấp, cấp đổi, cấp lại, thu hồi giấy phép lái xe
a) Thực hiện nhiệm vụ tiếp nhận hồ sơ cấp, đổi, cấp lại giấy phép lái xe, chuyển dữ liệu đến Cục Cảnh sát giao thông; in và trả giấy phép lái xe;
b) Hướng dẫn Công an cấp xã tiếp nhận hồ sơ đổi, cấp lại giấy phép lái xe  và chuyển dữ liệu về Phòng Cảnh sát giao thông;
c) Thực hiện việc thu hồi và hủy bỏ giấy phép lái xe khi có quyết định thu hồi của Cục Cảnh sát giao thông.",Nếu giấy phép lái xe cần được đổi hoặc cấp lại thì cơ quan nào sẽ tiếp nhận hồ sơ?,"Công an cấp xã sẽ tiếp nhận hồ sơ đổi, cấp lại giấy phép lái xe",TT 12/2024/TT-BGTVT,condition
"3. Cơ quan Công an, cơ quan quản lý đường bộ khi phát hiện hoặc tiếp nhận thông tin về tình huống quy định tại khoản 1 Điều này, theo chức năng, nhiệm vụ của mình, có trách nhiệm sau đây:
a) Tổ chức ngay lực lượng đến nơi xảy ra tình huống đột xuất để bảo đảm trật tự, an toàn giao thông đường bộ tại nơi xảy ra tình huống;
b) Thực hiện các biện pháp quy định tại khoản 2","Cơ quan nào có trách nhiệm tổ chức lực lượng đến nơi xảy ra tình huống đột xuất để bảo đảm trật tự, an toàn giao thông đường bộ?","Cơ quan Công an, cơ quan quản lý đường bộ",luat trật tự,direct
"2. Niên hạn sử dụng của xe cải tạo được quy định như sau:
a) Xe có niên hạn sử dụng cải tạo thành xe không có niên hạn sử dụng thì áp dụng quy định về niên hạn của xe trước khi cải tạo;
b) Xe không có niên hạn sử dụng cải tạo thành xe có niên hạn sử dụng thì áp dụng quy định về niên hạn của xe sau khi cải tạo;
c) Xe ô tô chở người có số người cho phép chở từ 09 người trở lên (không kể người lái xe), xe ô tô chở người chuyên dùng cải tạo thành xe ô tô chở hàng (kể cả xe ô tô chở hàng chuyên dùng); xe chở người bốn bánh có gắn động cơ cải tạo thành xe chở hàng bốn bánh có gắn động cơ thì được áp dụng quy định về niên hạn của xe sau cải tạo.",Nếu xe ô tô chở người có số người cho phép chở từ 09 người trở lên cải tạo thành xe ô tô chở hàng thì áp dụng quy định về niên hạn của xe như thế nào?,Áp dụng quy định về niên hạn của xe sau cải tạo.,luat trật tự,condition
"Điều 20 như sau:
""7. Doanh nghiệp, hợp tác xã được ngừng khai thác tuyến hoặc ngừng khai thác một hoặc một số chuyến xe trên tuyến.
a) Trước khi ngừng khai thác 05 ngày, doanh nghiệp, hợp tác xã phải gửi thông báo đến Sở Giao thông vận tải, bến xe hai đầu tuyến và nộp lại phù hiệu xe tuyến cố định cho Sở Giao thông vận tải vào ngày ngừng khai thác tuyến. Bến xe hai đầu tuyến thực hiện niêm yết thông báo tại bến xe tối thiểu 10 ngày kể từ khi nhận được thông báo của doanh nghiệp, hợp tác xã;
b) Trong thời gian 2 ngày làm việc kể từ ngày ngừng khai thác tuyến, Sở Giao thông vận tải cập nhật các nội dung theo quy định tại điểm a và điểm b khoản 3","Doanh nghiệp, hợp tác xã cần thực hiện những bước gì khi ngừng khai thác tuyến hoặc ngừng khai thác một hoặc một số chuyến xe trên tuyến?","Gửi thông báo đến Sở Giao thông vận tải, bến xe hai đầu tuyến; nộp lại phù hiệu xe tuyến cố định cho Sở Giao thông vận tải vào ngày ngừng khai thác tuyến; bến xe hai đầu tuyến thực hiện niêm yết thông báo tại bến xe tối thiểu 10 ngày kể từ khi nhận được thông báo của doanh nghiệp, hợp tác xã; Sở Giao thông vận tải cập nhật các nội dung theo quy định.",Nghị định 41.2024.NĐ-CP,synthesis
"Điều 8. Tập huấn, kiểm tra và cấp, đổi, cấp lại, thu hồi thẻ sát hạch viên thuộc lực lượng Công an nhân dân
1. Tổ chức tập huấn
a) Căn cứ tình hình thực tế hoặc b) Phòng Cảnh sát giao thông rà soát, lập danh sách cán bộ (kèm theo 02 ảnh chân dung chụp chính diện trên nền xanh, mặc trang phục theo Điều lệnh Công an nhân dân, khổ 2 x 3 cm) đủ tiêu chuẩn theo quy định tại điểm a, b khoản 1","Tập huấn, kiểm tra và cấp, đổi, cấp lại, thu hồi thẻ sát hạch viên thuộc lực lượng Công an nhân dân gồm những bước nào?","Tổ chức tập huấn; rà soát, lập danh sách cán bộ đủ tiêu chuẩn",TT 12/2024/TT-BGTVT,synthesis
"3. Căn cứ nhu cầu vận tải, khả năng nguồn lực đầu tư và quy hoạch, cấp quyết định chủ trương đầu tư quyết định việc phân kỳ đầu tư, xác định việc bồi thường, hỗ trợ và tái định cư theo quy mô làn xe quy hoạch hoặc tiến độ dự án được xác định trong quyết định chủ trương đầu tư.","Nếu dự án được xác định trong quyết định chủ trương đầu tư thì việc bồi thường, hỗ trợ và tái định cư sẽ được thực hiện như thế nào?",theo quy mô làn xe quy hoạch hoặc tiến độ dự án,Luật-35-2024-QH15,condition
"Điều 85. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ
1. Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ là quỹ tài chính nhà nước ngoài ngân sách, được hình thành ở trung ương để huy động nguồn lực xã hội hỗ trợ giảm thiểu thiệt hại tai nạn giao thông đường bộ.",Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ được hình thành ở đâu?,Quỹ giảm thiểu thiệt hại tai nạn giao thông đường bộ được hình thành ở trung ương,luat trật tự,direct
"Điều 10 của Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2026.
3. Luật Giao thông đường bộ số 23/2008/QH12 đã được sửa đổi, bổ sung một số điều theo Luật số 35/2018/QH14 và Luật số 44/2019/QH14 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành, trừ trường hợp quy định tại các khoản 1, 2, 5 và 6",Khi nào thì Điều 10 của Luật này có hiệu lực thi hành?,Điều 10 của Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2026.,luat trật tự,direct
"1. Tiêu chuẩn của sát hạch viên thuộc lực lượng Công an nhân dân
a) Là sĩ quan thuộc lực lượng Công an nhân dân;
b) Có giấy phép lái xe tương ứng với hạng xe sát hạch từ 03 năm trở lên, còn điểm, còn hiệu lực;
c) Đã được Cục Cảnh sát giao thông tập huấn về nghiệp vụ sát hạch, kiểm tra đạt yêu cầu và cấp thẻ sát hạch viên. Thẻ sát hạch viên có thời hạn tối đa 03 năm và không quá thời hạn hiệu lực của giấy phép lái xe tương ứng hạng xe sát hạch của sát hạch viên.",Tiêu chuẩn của sát hạch viên thuộc lực lượng Công an nhân dân gồm những gì?,"Là sĩ quan thuộc lực lượng Công an nhân dân; Có giấy phép lái xe tương ứng với hạng xe sát hạch từ 03 năm trở lên, còn điểm, còn hiệu lực; Đã được Cục Cảnh sát giao thông tập huấn về nghiệp vụ sát hạch, kiểm tra đạt yêu cầu và cấp thẻ sát hạch viên",TT 12/2024/TT-BGTVT,synthesis
"Điều 63. Đào tạo, kiểm tra cấp chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ cho người điều khiển xe máy chuyên dùng
1. Chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ là giấy chứng nhận cấp cho người có đủ điều kiện theo quy định của pháp luật để điều khiển xe máy chuyên dùng tham gia giao thông đường bộ.",Nếu người điều khiển xe máy chuyên dùng tham gia giao thông đường bộ thì cần có giấy chứng nhận gì?,Chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ,luat trật tự,condition
"1. Việc vận chuyển động vật sống phải bảo đảm các yêu cầu sau đây:
a) Người lái xe phải mang đủ giấy tờ theo quy định của pháp luật;
b) Phương tiện vận chuyển phải có kết cấu phù hợp với loại động vật chuyên chở;
c) Trong quá trình vận chuyển phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ, vệ sinh dịch tễ, phòng dịch và bảo đảm vệ sinh môi trường.",Những yêu cầu nào cần được đáp ứng khi vận chuyển động vật sống?,"Người lái xe phải mang đủ giấy tờ theo quy định của pháp luật; Phương tiện vận chuyển phải có kết cấu phù hợp với loại động vật chuyên chở; Phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ, vệ sinh dịch tễ, phòng dịch và bảo đảm vệ sinh môi trường.",luat trật tự,synthesis
"Điều 31. Bàn giao, đưa công trình đường bộ vào khai thác
1. Công trình đường bộ sau khi đã hoàn thành được bàn giao, đưa vào khai thác theo quy định của Luật này, quy định của pháp luật về xây dựng và quy định khác của pháp luật có liên quan.",Công trình đường bộ sau khi hoàn thành sẽ được bàn giao và đưa vào khai thác theo những quy định nào?,"theo quy định của Luật này, quy định của pháp luật về xây dựng và quy định khác của pháp luật có liên quan",Luật-35-2024-QH15,direct
"Điều 76. Dịch vụ thu gom hàng, chuyển tải, kho bãi hàng hoá trong hoạt động vận tải đường bộ
1. Đơn vị kinh doanh dịch vụ đại lý thu gom hàng, dịch vụ chuyển tải, dịch vụ kho bãi hàng hoá được thành lập theo quy định của pháp luật về doanh nghiệp, pháp luật về hợp tác xã.","Để kinh doanh dịch vụ đại lý thu gom hàng, chuyển tải, kho bãi hàng hoá cần thành lập theo quy định nào?","theo quy định của pháp luật về doanh nghiệp, pháp luật về hợp tác xã",Luật-35-2024-QH15,direct
"3. Chủ đầu tư dự án đầu tư xây dựng công trình đường bộ, người quản lý, sử dụng đường bộ, tổ chức, cá nhân liên quan có trách nhiệm lắp đặt, điều chỉnh, bổ sung đầy đủ báo hiệu đường bộ, công trình an toàn giao thông đường bộ đối với dự án và tuyến đường thuộc phạm vi quản lý; thực hiện phương án tổ chức giao thông đường cao tốc được phê duyệt.",Nếu dự án đầu tư xây dựng công trình đường bộ thì chủ đầu tư có trách nhiệm gì?,"Lắp đặt, điều chỉnh, bổ sung đầy đủ báo hiệu đường bộ, công trình an toàn giao thông đường bộ",Luật-35-2024-QH15,condition
"6. Đề nghị giới thiệu cấp Giấy phép vận tải loại D cho phương tiện Việt Nam thực hiện vận tải hàng hóa sang Trung Quốc như sau:
Xe số 1:
Xe số 2:
Xe số 3:………………
Ghi rõ tuyến, hành trình đề xuất theo tuyến quốc lộ, điểm dừng đỗ cả ở Việt Nam và Trung Quốc
7. Đề nghị Sở Giao thông vận tải ……….. giới thiệu với cơ quan có thẩm quyền phía Trung Quốc tạo điều kiện cấp giấy phép cho phương tiện.",Những thông tin cần thiết để đề nghị giới thiệu cấp Giấy phép vận tải loại D cho phương tiện Việt Nam thực hiện vận tải hàng hóa sang Trung Quốc?,"Xe số 1; Xe số 2; Xe số 3; tuyến, hành trình đề xuất theo tuyến quốc lộ, điểm dừng đỗ cả ở Việt Nam và Trung Quốc",Nghị định 41.2024.NĐ-CP,synthesis
"8. Trường hợp dự án đầu tư xây dựng công trình đường bộ đã đưa toàn bộ hoặc một số đoạn đường, hạng mục công trình thuộc dự án vào vận hành, khai thác, khai thác tạm nhưng chủ đầu tư chưa bàn giao cho người quản lý, sử dụng đường bộ thì chủ đầu tư có trách nhiệm tạm thời quản lý, vận hành, khai thác, bảo trì công trình theo quy định của Luật này, quy định của pháp luật về xây dựng và quy định khác của pháp luật có liên quan.","Nếu chủ đầu tư chưa bàn giao công trình đường bộ cho người quản lý, sử dụng đường bộ thì ai có trách nhiệm tạm thời quản lý, vận hành, khai thác, bảo trì công trình?","Chủ đầu tư có trách nhiệm tạm thời quản lý, vận hành, khai thác, bảo trì công trình.",Luật-35-2024-QH15,condition
"1. Báo hiệu đường bộ được lắp đặt bao gồm:
a) Đèn tín hiệu giao thông;
b) Biển báo hiệu đường bộ gồm: biển báo cấm, biển báo nguy hiểm, biển hiệu lệnh, biển chỉ dẫn, biển phụ;
c) Vạch kẻ đường và các dấu hiệu khác trên mặt đường (gọi chung là vạch kẻ đường);
d) Cọc tiêu, đinh phản quang, tiêu phản quang, cột Km, cọc H, mốc lộ giới;
đ) Tường bảo vệ và rào chắn;
e) Thiết bị âm thanh báo hiệu đường bộ.",Những loại báo hiệu đường bộ nào được lắp đặt trên đường?,"Báo hiệu đường bộ được lắp đặt bao gồm đèn tín hiệu giao thông, biển báo hiệu đường bộ, vạch kẻ đường, cọc tiêu, đinh phản quang, tiêu phản quang, cột Km, cọc H, mốc lộ giới, tường bảo vệ và rào chắn, thiết bị âm thanh báo hiệu đường bộ.",Luật-35-2024-QH15,direct
"11. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển phương tiện thực hiện hành vi vi phạm quy định tại điểm a, điểm c khoản 5; điểm b, điểm d khoản 7; điểm c khoản 8; điểm b khoản 9 Điều này bị thu hồi giấy phép lái xe không do cơ quan có thẩm quyền cấp, giấy phép lái xe không hợp lệ.","Nếu người điều khiển phương tiện thực hiện hành vi vi phạm quy định tại điểm a, điểm c khoản 5; điểm b, điểm d khoản 7; điểm c khoản 8; điểm b khoản 9 Điều này thì bị xử lý như thế nào?","Bị thu hồi giấy phép lái xe không do cơ quan có thẩm quyền cấp, giấy phép lái xe không hợp lệ.",NĐ 168/2024/NĐ-CP,condition
"8. Người liên hệ nhận giấy giới thiệu:
Địa chỉ: …………………………………………………
Điện thoại: …………………………………………………
.... ngày ... tháng ... năm ...
Thủ trưởng đơn vị
(Ký tên, đóng dấu)
GIẤY ĐỀ NGHỊ CẤP GIẤY PHÉP VẬN TẢI LOẠI D
APPLICATION FORM FOR TRANSPORT PERMIT - D

To: Department of Transport of………….province
1. Tên đơn vị kinh doanh vận tải (Transport Operator Name): ……………",Những thông tin cần thiết nào được yêu cầu khi đề nghị cấp giấy phép vận tải loại D?,Tên đơn vị kinh doanh vận tải; Địa chỉ; Điện thoại; Thông tin của người liên hệ; Thông tin của thủ trưởng đơn vị,Nghị định 41.2024.NĐ-CP,synthesis
"3. Trường hợp giấy phép lái xe bị trừ hết điểm thì người có giấy phép lái xe không được điều khiển phương tiện tham gia giao thông đường bộ theo giấy phép lái xe đó. Sau thời hạn ít nhất là 06 tháng kể từ ngày bị trừ hết điểm, người có giấy phép lái xe được tham gia kiểm tra nội dung kiến thức pháp luật về trật tự, an toàn giao thông đường bộ theo quy định tại khoản 7",Những quy định nào được áp dụng khi giấy phép lái xe bị trừ hết điểm?,"người có giấy phép lái xe không được điều khiển phương tiện tham gia giao thông đường bộ; sau thời hạn ít nhất là 06 tháng kể từ ngày bị trừ hết điểm, người có giấy phép lái xe được tham gia kiểm tra nội dung kiến thức pháp luật về trật tự, an toàn giao thông đường bộ",luat trật tự,synthesis
"3. Đối với những hành vi vi phạm mà cùng được quy định tại các điều khác nhau của Chương II của Nghị định này, trong trường hợp đối tượng vi phạm trùng nhau thì xử phạt như sau:
a) Các hành vi vi phạm quy định về biển số, chứng nhận đăng ký xe, chứng nhận đăng ký xe tạm thời quy định tại",Nếu cùng một hành vi vi phạm được quy định tại nhiều điều khác nhau của Chương II Nghị định này thì sẽ xử phạt như thế nào?,Xử phạt theo quy định tại điều có mức phạt cao nhất,NĐ 168/2024/NĐ-CP,direct
"4. Phạt tiền từ 16.000.000 đồng đến 20.000.000 đồng đối với cơ sở đăng kiểm thực hiện một trong các hành vi vi phạm sau đây:
a) Kiểm định, cấp giấy chứng nhận kiểm định cho xe cơ giới, xe máy chuyên dùng, kiểm định khí thải xe mô tô, xe gắn máy không đúng quy định, tiêu chuẩn, quy chuẩn kỹ thuật;
b) Đưa ra các yêu cầu trái quy định về trình tự, thủ tục đăng kiểm đối với cá nhân, tổ chức;
c) Từ chối cung cấp dịch vụ kiểm định không đúng quy định của pháp luật.",Cơ sở đăng kiểm có những hành vi vi phạm nào sẽ bị phạt tiền từ 16.000.000 đồng đến 20.000.000 đồng?,"Kiểm định, cấp giấy chứng nhận kiểm định cho xe cơ giới, xe máy chuyên dùng, kiểm định khí thải xe mô tô, xe gắn máy không đúng quy định, tiêu chuẩn, quy chuẩn kỹ thuật; Đưa ra các yêu cầu trái quy định về trình tự, thủ tục đăng kiểm đối với cá nhân, tổ chức; Từ chối cung cấp dịch vụ kiểm định không đúng quy định của pháp luật",NĐ 168/2024/NĐ-CP,synthesis
"3. Ngoài việc bị phạt tiền, cá nhân, tổ chức thực hiện hành vi vi phạm quy định tại khoản 1, khoản 2 Điều này còn bị áp dụng hình thức xử phạt bổ sung tịch thu biển số, phương tiện sản xuất, lắp ráp trái phép.","Hình thức xử phạt bổ sung nào sẽ được áp dụng đối với cá nhân, tổ chức vi phạm quy định tại khoản 1, khoản 2?","Tịch thu biển số, phương tiện sản xuất, lắp ráp trái phép",NĐ 168/2024/NĐ-CP,direct
"10. Phạt tiền từ 40.000.000 đồng đến 60.000.000 đồng đối với đơn vị sản xuất, lắp ráp, nhập khẩu thiết bị ghi nhận hình ảnh người lái xe lắp trên xe ô tô, đơn vị cung cấp dịch vụ liên quan đến giám sát hành trình, ghi nhận hình ảnh người lái xe thực hiện một trong các hành vi vi phạm sau đây:
a) Làm sai lệch thông tin, dữ liệu của thiết bị giám sát hành trình của xe ô tô;
b) Làm sai lệch thông tin, dữ liệu của thiết bị ghi nhận hình ảnh người lái xe lắp trên xe ô tô.","Những hành vi vi phạm nào của đơn vị sản xuất, lắp ráp, nhập khẩu thiết bị ghi nhận hình ảnh người lái xe và đơn vị cung cấp dịch vụ liên quan đến giám sát hành trình sẽ bị phạt tiền?","Làm sai lệch thông tin, dữ liệu của thiết bị giám sát hành trình của xe ô tô; làm sai lệch thông tin, dữ liệu của thiết bị ghi nhận hình ảnh người lái xe lắp trên xe ô tô",NĐ 168/2024/NĐ-CP,synthesis
